chapter,sentence
jeff109.pdf,"The Lomovs have all been honourable people, and not one has ever been tried for embezzlement, like your grandfather!"
jeff109.pdf,"CHUBUKOV :You Lomovs have had lunacy in your family, all of you!"
jeff109.pdf,"NATALYA:All, all, all!"
jeff109.pdf,"CHUBUKOV :Your grandfather was a drunkar d, and your younger aunt, Nastasya Mihailovna, ran away with an architect, and so on... LOMOV :And your mother was hump-backed."
jeff109.pdf,[ Clutches at his heart ] Something pulling in my side... My head.... Help!
jeff109.pdf,W ater!
jeff109.pdf,CHUBUKOV :Your father was a guzzling gambler!
jeff109.pdf,NA TALYA :And there haven’t been many backbiters to equal your aunt!
jeff109.pdf,"CHUBUKOV :My left foot has gone to sleep... Y ou’re an intriguer ....Oh, my heart!"
jeff109.pdf,And it’s an open secret that before the last elections you bri...
jeff109.pdf,I can see stars... Where’s my hat?
jeff109.pdf,NATALYA :It’s low!
jeff109.pdf,It’s dishonest!
jeff109.pdf,It’s mean!
jeff109.pdf,"CHUBUKOV :And you’r e just a malicious, doublefaced intriguer!"
jeff109.pdf,Y es!
jeff109.pdf,LOMOV :Here’s my hat.
jeff109.pdf,My heart!
jeff109.pdf,Which way?
jeff109.pdf,Where’s the door?
jeff109.pdf,Oh I think I’m dying!
jeff109.pdf,My foot’s quite numb... [Goes to the door .]
jeff109.pdf,CHUBUKOV :[following him ] And don’t set foot in my house again!
jeff109.pdf,NATALYA :Take it to court!
jeff109.pdf,W e’ll see!
jeff109.pdf,[Lomov staggers out. ]
jeff109.pdf,CHUBUKOV :Devil take him!
jeff109.pdf,[Walks about in excitement .]
jeff109.pdf,NATALYA :What a rascal!
jeff109.pdf,What trust can one have in one’s neighbours after that!
jeff109.pdf,CHUBUKOV :The villain!
jeff109.pdf,The scarecrow!
jeff109.pdf,NATALYA :The monster!
jeff109.pdf,First he takes our land and then he has the impudence to abuse us.
jeff109.pdf,"CHUBUKOV :And that blind hen, yes, that turnip-ghost has the confounded cheek to make a proposal, and so on!"
jeff109.pdf,What?
jeff109.pdf,A proposal!
jeff109.pdf,NATALYA :What proposal?
jeff109.pdf,"CHUBUKOV :Why, he came here to propose to you."
jeff109.pdf,NATALYA :To propose?
jeff109.pdf,To me?
jeff109.pdf,Why didn’t you tell me so before?
jeff109.pdf,CHUBUKOV :So he dresses up in evening clothes.
jeff109.pdf,The stuffed sausage!
jeff109.pdf,The wizen-faced frump!
jeff109.pdf,Reprint 2024-25 130 First FlightNATALYA :To propose to me?
jeff109.pdf,Ah!
jeff109.pdf,[ Falls into an easy-chair and wails ] Bring him back!
jeff109.pdf,Back!
jeff109.pdf,Ah!
jeff109.pdf,Bring him here.
jeff109.pdf,CHUBUKOV :Bring whom here?
jeff109.pdf,"NATALYA :Quick, quick!"
jeff109.pdf,I’m ill!
jeff109.pdf,Fetch him!
jeff109.pdf,[Hysterics .]
jeff109.pdf,CHUBUKOV :What’s that?
jeff109.pdf,What’s the matter with you?
jeff109.pdf,"[ Clutches at his head ] Oh, unhappy man that I am!"
jeff109.pdf,I’ll shoot myself!
jeff109.pdf,I’ll hang myself!
jeff109.pdf,W e’ve done for her!
jeff109.pdf,NATALYA :I’m dying!
jeff109.pdf,Fetch him!
jeff109.pdf,CHUBUKOV :Tfoo!
jeff109.pdf,At once.
jeff109.pdf,Don’t yell!
jeff109.pdf,[Runs out.
jeff109.pdf,A pause .]
jeff109.pdf,NATALYA :[Natalya Stepanovna wails .]
jeff109.pdf,What have they done to me?
jeff109.pdf,Fetch him back!
jeff109.pdf,Fetch him!
jeff109.pdf,[A pause.
jeff109.pdf,Chubukov runs in .]
jeff109.pdf,"CHUBUKOV :He’s coming, and so on, devil take him!"
jeff109.pdf,Ouf!
jeff109.pdf,Talk to him yourself; I don’t want to... NATALYA :[wails ] Fetch him!
jeff109.pdf,"CHUBUKOV :[yells] He’s coming, I tell you."
jeff109.pdf,"Oh, what a burden, Lord, to be the father of a grown -up daughter!"
jeff109.pdf,"I’ll cut my throat I will, indeed!"
jeff109.pdf,"W e cursed him, abused him, dr ove him out; and it’s all you... you!"
jeff109.pdf,"NATALYA :No, it was you!"
jeff109.pdf,CHUBUKOV :I tell you it’s not my fault.
jeff109.pdf,[Lomov appears at the door ] Now you talk to him yourself.
jeff109.pdf,[Exit.]
jeff109.pdf,"LOMOV :[Lomov enters, exhausted. ]"
jeff109.pdf,My heart’s palpitating awfully.
jeff109.pdf,My foot’s gone to sleep.
jeff109.pdf,"There’s something that keeps pulling in my side.... NATALYA :Forgive us, Ivan V assilevitch, we wer e all a little heated."
jeff109.pdf,I remember now: Oxen Meadows... really are yours.
jeff109.pdf,LOMOV :My heart’s beating awfully.
jeff109.pdf,"My Meadows... My eyebrows are both twitching.... NATALYA :The Meadows are yours, yes, yours."
jeff109.pdf,Do sit down.
jeff109.pdf,[ They sit] W e wer e wrong.
jeff109.pdf,LOMOV :I did it on principle.
jeff109.pdf,"My land is worth little to me, but the principle... NATALYA :Yes, the principle, just so."
jeff109.pdf,Now let’s talk of something else.
jeff109.pdf,LOMOV :The more so as I have evidence.
jeff109.pdf,"My aunt’s grandmother gave the land to your father’s grandfather’s peasants... NATALYA :Yes, yes, let that pass."
jeff109.pdf,[ aside ] I wish I knew how to get him started.
jeff109.pdf,[ aloud ] Are you going to start shooting soon?
jeff109.pdf,"Reprint 2024-25 131 The ProposalLOMOV :I’m thinking of having a go at the blackcock, honoured Natalya Stepanovna, after the harvest."
jeff109.pdf,"Oh, have you heard?"
jeff109.pdf,"Just think, what a misfortune I’ve had!"
jeff109.pdf,"My dog Guess, who you know, has gone lame."
jeff109.pdf,NATALYA:What a pity!
jeff109.pdf,Why?
jeff109.pdf,LOMOV :I don’t know.
jeff109.pdf,Must have got his leg twisted or bitten by some other dog.
jeff109.pdf,"[sighs] My very best dog, to say nothing of the expense."
jeff109.pdf,I gave Mironov 125 roubles for him.
jeff109.pdf,"NATALY A:It was too much, Ivan V assilevitch."
jeff109.pdf,LOMOV :I think it was very cheap.
jeff109.pdf,He’s a first-rate dog.
jeff109.pdf,"NATALYA :Papa gave 85 r oubles for his Squeezer , and Squeezer is heaps better than Guess!"
jeff109.pdf,LOMOV :Squeezer better than Guess?
jeff109.pdf,What an idea!
jeff109.pdf,[ laughs ] Squeezer better than Guess!
jeff109.pdf,NATALYA :Of course he’s better!
jeff109.pdf,"Of course, Squeezer is young, he may develop a bit, but on points and pedigree he’s better than anything that even V olchanetsky has got."
jeff109.pdf,"LOMOV :Excuse me, Natalya Stepanovna, but you forget that he is overshot, and an overshot always means the dog is a bad hunter!"
jeff109.pdf,"NATALYA :Overshot, is he?"
jeff109.pdf,The first time I hear it!
jeff109.pdf,LOMOV :I assur e you that his lower jaw is shorter than the upper .
jeff109.pdf,NATALYA :Have you measured?
jeff109.pdf,LOMOV :Yes.
jeff109.pdf,"He’s all right at following, of course, but if you want to get hold of anything... NATALYA :In the first place, our Squeezer is a thoroughbred animal, the son of Harness and Chisels while there’s no getting at the pedigree of your dog at all."
jeff109.pdf,He’s old and as ugly as a worn-out cab-horse.
jeff109.pdf,"LOMOV :He is old, but I wouldn’t take five Squeezers for him."
jeff109.pdf,"Why, how can you?"
jeff109.pdf,"Guess is a dog; as for Squeezer , well, it’s too funny to argue."
jeff109.pdf,Anybody you like has a dog as good as Squeezer ... you may find them under every bush almost.
jeff109.pdf,Twenty-five roubles would be a handsome price to pay for him.
jeff109.pdf,"NATALYA:There’s some demon of contradition in you today, Ivan Vassilevitch."
jeff109.pdf,"First you pr etend that the Meadows ar e yours; now, that Guess is better than Squeezer ."
jeff109.pdf,"I don’t like people who don’t say what they mean, because you know perfectly well that Squeezer is a hundred times better than your silly Guess."
jeff109.pdf,Why do you want to say he isn’t?
jeff109.pdf,"Reprint 2024-25 132 First FlightLOMOV :I see, Natalya Stepanovna, that you consider me either blind or a fool."
jeff109.pdf,Y ou must r ealise that Squeezer is overshot!
jeff109.pdf,NATALYA :It’s not true.
jeff109.pdf,LOMOV :He is!
jeff109.pdf,NATALYA :It’s not true!
jeff109.pdf,LOMOV :Why shout madam?
jeff109.pdf,NATALYA :Why talk rot?
jeff109.pdf,It’s awful!
jeff109.pdf,"It’s time your Guess was shot, and you compare him with Squeezer!"
jeff109.pdf,"LOMOV :Excuse me, I cannot continue this discussion, my heart is palpitating."
jeff109.pdf,NATALYA :I’ve noticed that those hunters argue most who know least.
jeff109.pdf,"LOMOV :Madam, please be silent."
jeff109.pdf,My heart is going to pieces.
jeff109.pdf,[shouts ] Shut up!
jeff109.pdf,NATALYA :I shan’t shut up until you acknowledge that Squeezer is a hundred times better than your Guess!
jeff109.pdf,LOMOV :A hundred times worse!
jeff109.pdf,Be hanged to your Squeezer!
jeff109.pdf,His head... eyes... shoulder ... NATALYA :There’s no need to hang your silly Guess; he’s half-dead already!
jeff109.pdf,LOMOV :[weeps] Shut up!
jeff109.pdf,My heart’s bursting!
jeff109.pdf,NATALYA :I shan’t shut up.
jeff109.pdf,[Enter Chubukov .]
jeff109.pdf,CHUBUKOV :What’s the matter now?
jeff109.pdf,"NATALYA :Papa, tell us truly, which is the better dog, our Squeezer or his Guess."
jeff109.pdf,"LOMOV :Stepan Stepanovitch, I implore you to tell me just one thing: is your Squeezer overshot or not?"
jeff109.pdf,Y es or no?
jeff109.pdf,CHUBUKOV :And suppose he is?
jeff109.pdf,What does it matter?
jeff109.pdf,"He’s the best dog in the district for all that, and so on."
jeff109.pdf,LOMOV :But isn’t my Guess better?
jeff109.pdf,"Really, now?"
jeff109.pdf,"CHUBUKOV :Don’t excite yourself, my pr ecious one."
jeff109.pdf,Allow me.
jeff109.pdf,Y our Guess certainly has his good points.
jeff109.pdf,"He’s purebred, firm on his feet, has wel l-sprung ribs, and all that."
jeff109.pdf,"But, my dear man, if you want to know the truth, that dog has two defects: he’s old and he’s short in the muzzle."
jeff109.pdf,"LOMOV :Excuse me, my heart... Let’s take the facts."
jeff109.pdf,"Y ou will remember that on the Marusinsky hunt my Guess ran neck-and-neck with the Count’s dog, while your Squeezer was left a whole verst behind."
jeff109.pdf,CHUBUKOV :He got left behind because the Count’s whipper -in hit him with his whip.
jeff109.pdf,Reprint 2024-25 133 The ProposalLOMOV :And with good reason.
jeff109.pdf,"The dogs are running after a fox, when Squeezer goes and starts worrying a sheep!"
jeff109.pdf,CHUBUKOV :It’s not true!
jeff109.pdf,"My dear fellow, I’m very liable to lose my temper , and so, just because of that, let’s stop ar guing."
jeff109.pdf,You started because everybody is always jealous of everybody else’s dogs.
jeff109.pdf,"Y es, we’r e all like that!"
jeff109.pdf,"Y ou too, sir , aren’t blameless!"
jeff109.pdf,"Y ou no sooner begin with this, that and the other , and all that..."
jeff109.pdf,I r emember everything!
jeff109.pdf,LOMOV :I remember too!
jeff109.pdf,"CHUBUKOV :[teasing him ] I remember , too!"
jeff109.pdf,What do you r emember?
jeff109.pdf,LOMOV :My heart... my foot’s gone to sleep.
jeff109.pdf,I can’t... NATALYA:[teasing ] My heart!
jeff109.pdf,What sort of a hunter ar e you?
jeff109.pdf,"Y ou ought to go and lie on the kitchen oven and catch black beetles, not go after foxes!"
jeff109.pdf,My heart!
jeff109.pdf,"CHUBUKOV :Yes really, what sort of a hunter ar e you, anyway?"
jeff109.pdf,"Y ou ought to sit at home with your palpitations, and not go tracking animals."
jeff109.pdf,"Y ou could go hunting, but you only go to argue with people and interfere with their dogs and so on."
jeff109.pdf,Let’s change the subject in case I lose my temper .
jeff109.pdf,"You’re not a hunter at all, anyway!"
jeff109.pdf,LOMOV :And ar e you a hunter?
jeff109.pdf,Y ou only go hunting to get in with the Count and to intrigue.
jeff109.pdf,"Oh, my heart!"
jeff109.pdf,Y ou’re an intriguer!
jeff109.pdf,CHUBUKOV :What?
jeff109.pdf,I am an intriguer?
jeff109.pdf,[ shouts ] Shut up!
jeff109.pdf,LOMOV :Intriguer!
jeff109.pdf,CHUBUKOV :Boy!
jeff109.pdf,Pup!
jeff109.pdf,LOMOV :Old rat!
jeff109.pdf,Jesuit!
jeff109.pdf,CHUBUKOV :Shut up or I’ll shoot you like a partridge!
jeff109.pdf,Y ou fool!
jeff109.pdf,"LOMOV :Everybody knows that — oh, my heart!"
jeff109.pdf,— your late wife used to beat you... My feet... temples... sparks...
