rid,origin,application,name,rating,date,review,sentiment-score,sentiment,key phrases,entities
2166,Google Play Store,Capitec Bank,Ajay John,1,09/07/2019 00:00:00,Annoying app ever i tried to verify my face scan for remote app pin but it log out fast after processing,0.0124294757843018,Negative,"processing,face scan,remote app pin,Annoying app,",NULL
2167,Google Play Store,Capitec Bank,SINDISIWE MOKWENA,3,02/07/2019 00:00:00,"yesterday just went to the branch to do my new card,very disappointed with the poor service I have received my card didn't want to withdraw money,have to go back several times until they phone some head office,then my App not working.",0.00108164548873901,Negative,"money,branch,App,times,head office,poor service,new card,",NULL
2168,Google Play Store,Capitec Bank,Mic Daisy,1,18/06/2019 00:00:00,The app doesn't work on my phone anymore it has been almost a month and it is frustrating because i even had to reset my phone but still nothing worked,0.0000844299793243408,Negative,"app,month,phone,",NULL
2169,Google Play Store,Capitec Bank,Phathu Musha,1,09/04/2019 00:00:00,First class annoyed. I just find out that you can only use one app at a time. I have two phones but I can only install the app on one phone at a time and if I install in the other phone the other app on first phone doesn't work. Very annoying very very ANNOYED,0,Negative,"phones,class annoyed,time,app,",NULL
2170,Google Play Store,Capitec Bank,Patricia Sampson,3,09/04/2019 00:00:00,All good except that now I need data to even access the app. How am I suppose to buy airtime if I can't get into the app. So the opposite of convenience. Very disappointing ????,0.0000000298023223876953,Negative,"airtime,opposite of convenience,data,",NULL
2171,Google Play Store,Capitec Bank,Cindy Mostert,1,09/04/2019 00:00:00,"My app does'nt want to work. For the last montg it says no internet connection,even though I have my phone on wifi the whole time. I have deleted and re installed it but ut wont work at all.",0.0000012814998626709,Negative,"app doesnt,time,wifi,phone,internet connection,montg,ut wont work,",NULL
2172,Google Play Store,Capitec Bank,senzo ngubane,5,09/04/2019 00:00:00,Helpful but you should include a tool for one to get their statements without having to visit a branch.,0.979020595550537,Postive,"branch,statements,tool,",NULL
2201,Google Play Store,Capitec Bank,Coddy,5,05/07/2016 00:00:00,"Good user interface ,no bugs or ads ??.so this is a very nice functional app.",1,Postive,"ads,Good user interface,bugs,",NULL
2233,Google Play Store,Discovery Bank,Msizi Dlamini,4,30/09/2021 00:00:00,"It's OK only that my details were not confirmed, but now ask me to login in",0.298413753509522,Negative,"login,details,",NULL
2173,Google Play Store,Capitec Bank,Makwande Chosi,1,03/04/2019 00:00:00,"Very disappointing service with this app. It's been down for hours on end in a space of three days, around month end, when we have to pay bills and make transfers. It's the most frustrating experience ever to not be able to access your money because the bank you use couldn't care less about customer service. Twice in three days. Surely that's a sign of not caring.",0.00000223517417907715,Negative,"sign,bank,transfers,bills,hours,frustrating experience,money,space,customer service,disappointing service,month end,days,",NULL
2174,Google Play Store,Capitec Bank,MeyVerTEK PTY LTD,1,03/04/2019 00:00:00,"I'm fed up with the so-called ""best digital bank"". The f#$@ng app is never available when needed. It's slow, and I've just about had it. What is the purpose of having the technology, the capability and notion of being able to make banking easy when going back to paper seems like less of a hassle??",0.000115454196929932,Negative,"purpose,hassle,capability,best digital bank,paper,technology,ng app,banking easy,notion,",NULL
2175,Google Play Store,Capitec Bank,Hulisani Mudau,1,03/04/2019 00:00:00,"I cant access my account and change my pin when i try to login, this has been happening since last month...this usually never happens.... whenever i try to change it...they say their aware of the issue...me i say when your aware of the issue why not resolve it as quick possible",0.000236183404922485,Negative,"month,login,account,pin,issue,",NULL
2176,Google Play Store,Capitec Bank,MasegoN Gwili,1,02/04/2019 00:00:00,"I am trying to purchase something online and I can't because the app is down so I can't update my online limit. With the way that everything is online I don't understand how you can have your app down and your mobile banking saying ""failed to retrieve accounts list"" in the middle of a pandemic. Disappointed ??",0,Negative,"way,pandemic,mobile banking,accounts list,middle,online limit,app,",NULL
2177,Google Play Store,Capitec Bank,Johanna Leviena de Beer,2,02/04/2019 00:00:00,"The old add was veary good, this new abb always have problems login and it even get stuck while making payments. Dont understand why we had to change over to new abb when it clearly dont work.",0.000113248825073242,Negative,"payments,problems login,veary good,dont work,new abb,",NULL
2178,Google Play Store,Capitec Bank,Hulisani Ndou,2,01/04/2019 00:00:00,Capitec bank and its app sucks these days 1st of all their cards can easily wipe off all the letters including card number and expiry date. Their app keeps on crashing and they keep on saying we're aware of the problem,0.0404318869113922,Negative,"crashing,cards,problem,Capitec bank,days,expiry date,card number,letters,app,",NULL
2179,Google Play Store,Capitec Bank,Rayca Msibi,2,01/04/2019 00:00:00,"What an inconvenience this app has become. I don't know how many times I have uninstalled and reinstalled the app of ""currently unavailable"". Sthuphethu seApp!",0.00193431973457336,Negative,"times,inconvenience,Sthuphethu seApp,",NULL
2180,Google Play Store,Capitec Bank,Thami Nkuna,2,01/04/2019 00:00:00,"This is app is annoying, how many times y'all want us to complain for you to get rid of this garbage app? Everyday there's a new complain but you take us for some fools, one must struggle to access to this app. This ain't upgrade but real downgrade, bring back the old app this one is wasting our time whenever we login",0.000172793865203857,Negative,"fools,login,times yall,aint upgrade,real downgrade,garbage app,old app,",NULL
2181,Google Play Store,Capitec Bank,Nontsikelelo Bhomane,4,08/02/2019 00:00:00,"At first it was working just fine untill the past few months where it just stopped,went to the bank they fixed it. After a month it stopped again,it says i should force stop and restart the app. I did that but still not working",0.0157133638858795,Negative,"bank,months,past,fine untill,",NULL
2182,Google Play Store,Capitec Bank,Quinton Allie,2,08/02/2019 00:00:00,"I have just updated my new number at the brancso that I can use banking app on a new phone, however now I have no way of activating my new app, it keeps activating for the full 5 min to no effect whilst I keep receiving a code , and then just goes back to the main menu. On top of that I have Uninstaller and downloaded the app again several times. Simply Unacceptable",0.00137099623680115,Negative,"times,Uninstaller,main menu,code,effect,way,brancso,new number,new phone,banking app,new app,",NULL
2183,Google Play Store,Capitec Bank,Nakho Mehlomakulu,1,06/02/2019 00:00:00,"This app drives me nuts , I've tried to do transactions but it keep on say "" we're aware of the issue..."" ??",0.0103501081466675,Negative,"transactions,app,issue,nuts,",NULL
2184,Google Play Store,Capitec Bank,Vusi Ndabeni,3,05/02/2019 00:00:00,"I can't do all my banking on the app as promised. Two days now they are ""aware of the problem""",0.00612002611160278,Negative,"problem,days,app,banking,",NULL
2185,Google Play Store,Capitec Bank,Mbali Maseko,1,08/01/2019 00:00:00,Terrible I have a new phone trying to activate my app but it doesn't allow when I finish the face scan it takes me back to entering my cell number and email address but it says my cellphone number is incorrect yet I'm using the same number and it sends me a text with numbers and letters only yet my phone number is not correct plz fiz this it's been months now I can't access my app,0.0000000894069671630859,Negative,"face scan,text,numbers,letters,months,email address,correct plz fiz,new phone,app,cell number,cellphone number,",NULL
2186,Google Play Store,Capitec Bank,Jadine Thomas,1,08/01/2019 00:00:00,"I've got a new device and it simply won't log me in. It hangs on the ""Activating..."" screen until the 5 minute countdown time is up and never gets passed this. please advise.",0.755377948284149,Postive,"new device,screen,minute countdown time,",NULL
2187,Google Play Store,Capitec Bank,Langalibalele Mokoena,1,08/01/2019 00:00:00,"I'm using the new update, and I've changed my app pin more than 3 times, when I log in it says incorrect pin try again later. Even if I put the correct pin",0.0941655039787292,Negative,"new update,times,incorrect pin,app pin,",NULL
2188,Google Play Store,Capitec Bank,ziyanda mashabane,1,07/01/2019 00:00:00,My app disapeared and when i try to install another one it keeps on saying that ive already have it installed. At the bank they've been telling me abt network and it been days now,0.0556016862392426,Negative,"ive,app,days,bank,abt network,",NULL
2189,Google Play Store,Capitec Bank,Hailveazy Veazy,1,07/01/2019 00:00:00,This app is nonsense. They even sent me a code but it keeps on keeping me waiting for 5 minutes and then it says I must retry. I'm so disappointed,0.000110626220703125,Negative,"minutes,code,nonsense,app,",NULL
